,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
0,0.4408197989057157,0.9221829776344493,-1.3409720359812798,-1.6139014554789917,1.3160994518504814,2.2257691689862393,-1.6820672836977855,1.3212111260775763,-1.911642210919043,-0.24735092714891319,-0.9550822881358275,-0.32551341299493647,-0.2536404538925019,1.4922645094750588,0.263976984964007,-1.1485833152387388,-0.6481324338877777,-0.7225967814014777,1.0876498902443563,-0.5076927701800915,1
1,-0.4564956095040957,0.7885877450751486,1.3869598902732805,-0.20103877186663505,0.8544377511405561,1.9047725537868265,1.035916209432034,-1.450163167036702,1.385575233941481,1.6123115279035483,0.5463989516672716,-0.35854252756260974,1.048794439671241,-0.23587146453367722,-0.2543228269318336,0.3093904424598202,-1.7951291966198684,1.1974885400381745,1.3371975180147933,0.02394638244926125,1
2,-0.330810519522272,0.9898362859999001,0.0811438318496202,-1.0105906031585947,-0.17381485046937092,2.392047122802177,0.17871512433595294,-0.9831031471441493,0.3330584350670474,-0.6431504101226553,0.995954928226406,0.736227445165127,0.7368371241051792,-0.254374417026562,-0.7087806313681329,0.14805741389081464,0.8804864602241314,0.26151859672583017,2.0088140525223483,0.417459031363166,1
3,-0.35824437790750796,-0.011556526630593178,1.1671207880032974,0.9575371632797675,1.2785751679393744,-0.022229683470258443,-0.023050556085466193,-0.6737901056594764,-1.097143649628814,-0.47655380143352466,1.0829999385168685,-1.0763811874020583,-0.14945569316498877,-2.712612563810438,-1.8818782032224215,-1.4308312016246718,-0.5522612521126086,-0.29882008902920415,1.579494100326915,0.4168015744831139,0
4,1.6127802326970393,0.30817331644472734,0.26713629646173076,-0.04877626450061687,-1.658774625086031,0.7408066137103887,0.3188374033804253,1.5591822904823514,0.05996285769570662,-0.3912998898983776,0.759012970582189,-1.1121863012785584,-1.1419860706926814,-1.2463934985391623,1.082269437159305,0.34809529178734483,-0.6992440642290753,-0.09665390961814083,-0.47954036086472,-1.0701584635068604,1
5,0.3908699078019598,-0.05504588325721357,0.1609754975871555,0.7348113435104173,-0.40867234570604166,-0.13871778688857694,1.507707699313365,-1.289382089103393,-0.5111052123287851,0.8930774345656918,0.5902703110753222,-0.10226635021759252,0.021626630593564705,-1.0946920440273713,1.9280758530155069,-0.34152041500530517,-0.8397974073487009,-1.0581509924706867,-1.7133931193823264,-1.2675777045330776,1
6,-1.661580989177992,0.3948165033002245,-0.08145598777787942,-0.1271585968748843,0.5775169546072118,0.9487827949932107,0.6754908472654697,1.1044777038374665,-2.767325422602398,-0.2694937557039864,0.5065876716972757,1.1119533608604089,-0.38309492115979377,0.6418790614777692,1.4868050885497919,-0.9230723963155776,0.8603325594167204,-0.07627815173958268,-0.699384676333838,0.9955266916741141,1
7,-0.6631645901261828,0.8566298639223145,-0.2871095048623429,0.669085210267524,-0.741498249912725,2.069670000533523,0.43521152828960236,-0.49945119288521345,0.13259767202610107,-2.0017401674762616,-0.34375651951011005,0.12146106419954589,-0.7542981326071427,1.8690665036782608,-0.45771611177239424,-1.6651252963040444,0.20786050106708062,-0.15046814149498222,1.6064540655426662,-0.07022362057462567,0
8,-0.041292687007282836,0.9098608233640947,0.01569779595775838,-1.9550487703182828,-0.4463205152343449,2.197423517562875,0.21865930675729772,1.040430892644839,-0.5912847888018945,1.7311696317672995,-0.20063929882543183,0.3675104105406022,0.2138087939410634,-0.3689394390314622,-0.20229071296301981,-0.917976104610736,0.5560220968422908,-0.635409880228737,1.4655445124517676,-0.1248868853500674,0
9,-0.497961846817842,-0.04450007918778831,0.21030304022199536,-1.746895691345555,-0.009182353385138937,-0.10322983772227468,0.19839351717748668,0.4755884359285824,-0.8015275901045416,1.193311005927126,-0.5177574472222197,0.2178023397487261,-0.2549469704035893,-0.5387608373460957,-1.397694664395366,0.25617060569427813,-0.5125341106465501,-0.7717408145967823,1.1220296556507339,1.0841982440435427,0
10,-0.02968879028597843,0.4075320861847952,-1.8156489758788175,-1.153706323630364,0.8976557716497436,0.9874447891082575,-0.5140888043678978,-0.815909535148553,0.7673073626024868,-2.0140632742377633,1.2561974394136823,1.187713384138455,0.6351000115979253,0.49663461497989536,-1.1540231088656108,0.40016960520049744,0.48721819463042715,-0.8668845848834666,1.558257566175031,-1.1586032636594852,0
11,0.5053933762204632,0.6737815104591752,1.0383860371596327,0.7611923727015086,0.7641582999318943,1.6249166848622698,2.105856344363327,-0.5246687805653643,0.1704009940620107,-0.7036563773150829,0.7903490086922889,0.169597676394935,-0.4177551249208164,-1.5060829104020683,0.6287092487622605,-1.7710568023371822,0.050913695535472696,0.6420450918935612,0.425064990836737,-1.0835965446725377,1
